question_id,subject_id
831,"[0, 39, 65, 152]"
637,"[0, 1, 98, 147]"
1390,"[0, 1, 8, 174]"
754,"[0, 1, 98, 145]"
806,"[0, 1, 8, 174]"
324,"[0, 1, 98, 145]"
1044,"[0, 1, 13, 186]"
618,"[0, 68, 72, 242]"
377,"[0, 17, 31, 104]"
1028,"[0, 68, 71, 242]"
823,"[0, 1, 14, 184]"
741,"[0, 17, 29, 118]"
1488,"[0, 17, 28, 105]"
1105,"[0, 68, 71, 242]"
693,"[0, 39, 50, 138]"
1454,"[0, 1, 16, 192]"
1024,"[0, 39, 215, 216]"
853,"[0, 39, 60, 221]"
646,"[0, 17, 22, 207]"
426,"[0, 68, 242, 244]"
312,"[0, 17, 30, 194]"
950,"[0, 1, 9, 15]"
803,"[0, 1, 9, 188]"
808,"[0, 17, 23, 209]"
1569,"[0, 68, 242, 374]"
1746,"[0, 17, 32, 104]"
150,"[0, 68, 69, 238]"
1331,"[0, 39, 43, 123]"
462,"[0, 68, 78, 245]"
1147,"[0, 39, 45, 131]"
827,"[0, 1, 6, 163]"
1445,"[0, 39, 51, 119]"
723,"[0, 17, 23, 209]"
585,"[0, 1, 98, 145]"
1628,"[0, 68, 77, 245]"
1113,"[0, 39, 42, 126]"
761,"[0, 68, 78, 245]"
75,"[0, 17, 22, 202]"
127,"[0, 1, 8, 173]"
822,"[0, 39, 59, 221]"
1502,"[0, 17, 49, 266]"
1335,"[0, 39, 65, 152]"
484,"[0, 1, 12, 176]"
601,"[0, 1, 9, 15]"
1500,"[0, 39, 53, 123, 124]"
496,"[0, 39, 41, 42]"
1601,"[0, 1, 14, 234]"
880,"[0, 17, 30, 39, 43, 123, 195]"
1558,"[0, 17, 30, 194, 195, 196]"
952,"[0, 1, 14, 183]"
472,"[0, 17, 30, 104, 196, 355]"
1741,"[0, 1, 8, 172]"
746,"[0, 1, 7, 318]"
1272,"[0, 39, 42, 128]"
1123,"[0, 17, 27, 112]"
1704,"[0, 17, 29, 116]"
89,"[0, 1, 6, 164]"
441,"[0, 1, 7, 14, 181, 324]"
423,"[0, 39, 42, 125]"
678,"[0, 39, 65, 139]"
454,"[0, 17, 22, 206]"
1612,"[0, 17, 22, 206]"
1751,"[0, 17, 22, 202]"
794,"[0, 1, 98, 149]"
1265,"[0, 1, 10, 17, 22, 204, 232]"
1511,"[0, 86, 88, 259, 262]"
809,"[0, 17, 22, 206]"
672,"[0, 17, 22, 203]"
283,"[0, 17, 22, 202]"
334,"[0, 1, 7, 180]"
673,"[0, 1, 9, 189]"
1637,"[0, 1, 9, 189]"
1316,"[0, 17, 104, 355]"
518,"[0, 39, 42, 127]"
304,"[0, 39, 53, 123]"
1038,"[0, 17, 30, 39, 53, 123, 194]"
351,"[0, 39, 65, 139]"
1100,"[0, 1, 232, 233]"
1319,"[0, 39, 53, 123]"
652,"[0, 1, 96, 156]"
1117,"[0, 39, 42, 127, 283]"
889,"[0, 1, 12, 176]"
842,"[0, 17, 18, 102]"
1687,"[0, 17, 30, 38, 194]"
203,"[0, 1, 9, 190]"
345,"[0, 1, 8, 175]"
1269,"[0, 17, 30, 35, 38, 105, 106]"
1532,"[0, 1, 9, 188]"
732,"[0, 17, 28, 105]"
269,"[0, 1, 14, 184]"
1060,"[0, 17, 32, 104]"
54,"[0, 1, 9, 190]"
698,"[0, 68, 84, 242]"
438,"[0, 39, 65, 152]"
1657,"[0, 1, 9, 188]"
100,"[0, 39, 119, 387]"
975,"[0, 39, 42, 283]"
740,"[0, 39, 42, 283]"
789,"[0, 68, 238, 239]"
1293,"[0, 1, 12, 176]"
132,"[0, 17, 39, 49, 62, 221, 337]"
764,"[0, 1, 6, 164]"
1659,"[0, 17, 29, 116]"
1045,"[0, 39, 67, 134]"
1345,"[0, 68, 78, 245]"
714,"[0, 68, 78, 245]"
1551,"[0, 68, 78, 245]"
26,"[0, 68, 84, 242]"
1546,"[0, 68, 70, 238]"
1149,"[0, 1, 7, 182]"
1476,"[0, 1, 5, 165]"
982,"[0, 1, 382]"
677,"[0, 39, 121, 301]"
653,"[0, 39, 121, 301]"
1146,"[0, 17, 32, 104]"
230,"[0, 1, 98, 146, 148]"
1096,"[0, 17, 32, 104]"
983,"[0, 17, 22, 206]"
1087,"[0, 17, 22, 207]"
474,"[0, 17, 22, 201]"
1018,"[0, 1, 68, 98, 146, 148, 245, 247]"
1610,"[0, 68, 80, 237]"
1182,"[0, 17, 23, 328]"
612,"[0, 1, 9, 15]"
1040,"[0, 39, 123, 124]"
829,"[0, 39, 64, 222]"
268,"[0, 1, 8, 173]"
609,"[0, 1, 6, 162]"
1318,"[0, 39, 48, 215]"
211,"[0, 39, 67, 372]"
1281,"[0, 68, 245, 368]"
1379,"[0, 39, 43, 123]"
142,"[0, 1, 3, 96]"
1508,"[0, 39, 42, 46]"
896,"[0, 39, 42, 46]"
856,"[0, 39, 42, 128]"
818,"[0, 39, 42, 128]"
1484,"[0, 17, 35, 105]"
980,"[0, 17, 24, 36, 107, 110]"
182,"[0, 17, 24, 107]"
1278,"[0, 39, 64, 223]"
1008,"[0, 1, 5, 167]"
1103,"[0, 1, 98, 147]"
798,"[0, 17, 20, 103]"
959,"[0, 39, 56, 214, 313]"
47,"[0, 1, 98, 146]"
1078,"[0, 1, 98, 151]"
516,"[0, 1, 98, 146]"
750,"[0, 39, 51, 55, 58, 119, 120, 219]"
193,"[0, 1, 98, 150]"
52,"[0, 1, 98, 150]"
546,"[0, 1, 98, 145]"
1176,"[0, 1, 96, 158]"
1670,"[0, 1, 6, 163]"
149,"[0, 39, 65, 152]"
949,"[0, 17, 30, 38]"
1512,"[0, 17, 35, 105]"
844,"[0, 1, 98, 147]"
1080,"[0, 17, 30, 32, 38, 104]"
383,"[0, 1, 12, 179]"
76,"[0, 1, 12, 179]"
1006,"[0, 1, 8, 319]"
252,"[0, 39, 67, 133]"
846,"[0, 1, 5, 316]"
1531,"[0, 1, 5, 316]"
1460,"[0, 17, 32, 104]"
1360,"[0, 1, 98, 145, 147]"
548,"[0, 1, 96, 156]"
1471,"[0, 1, 98, 148]"
541,"[0, 1, 98, 145]"
1094,"[0, 86, 87, 97]"
1701,"[0, 17, 20, 103]"
996,"[0, 17, 18, 102]"
606,"[0, 1, 98, 145]"
1509,"[0, 17, 18, 32, 102, 104]"
1686,"[0, 68, 242, 244]"
117,"[0, 68, 242, 244]"
851,"[0, 68, 242, 244]"
286,"[0, 68, 69, 238]"
569,"[0, 68, 69, 238]"
55,"[0, 1, 13, 186]"
1102,"[0, 1, 13, 186]"
1685,"[0, 1, 9, 15]"
220,"[0, 1, 9, 15]"
1593,"[0, 39, 58, 218]"
409,"[0, 39, 59, 221]"
686,"[0, 39, 59, 221]"
1545,"[0, 68, 245, 250]"
736,"[0, 1, 12, 179, 232, 365]"
124,"[0, 17, 198, 307, 308]"
1433,"[0, 1, 7, 181]"
84,"[0, 1, 7, 181]"
787,"[0, 1, 8, 171]"
327,"[0, 1, 96, 156]"
468,"[0, 1, 98, 147]"
59,"[0, 17, 27, 113]"
1591,"[0, 1, 98, 144]"
1479,"[0, 313]"
1530,"[0, 1, 9, 190]"
1236,"[0, 17, 33, 104]"
490,"[0, 17, 30, 194]"
342,"[0, 1, 7, 181]"
261,"[0, 1, 98, 148]"
554,"[0, 1, 98, 350]"
15,"[0, 1, 98, 149]"
1378,"[0, 1, 98, 350]"
1560,"[0, 1, 98, 350]"
1644,"[0, 17, 31, 104]"
1021,"[0, 17, 31, 104]"
1673,"[0, 1, 98, 350]"
1575,"[0, 1, 98, 350]"
227,"[0, 1, 98, 350]"
1739,"[0, 1, 98, 350]"
